format,stat_category,player_name,rank,batting_matches,batting_inns,batting_avg,batting_sr,batting_hs,batting_4’s,batting_6’s,batting_50’s,batting_100’s,batting_runs,bowling_matches,bowling_inns,bowling_wickets,bowling_avg,bowling_bowling figure,bowling_economy rate,bowling_sr,bowling_runs
TEST,bowling_most_wickets,Debasis Mohanty,119,,,,,,,,,,,2.0,4,4,59.75,4/78,3.33,107.5,239
TEST,bowling_most_wickets,Jahangir Khan,120,,,,,,,,,,,4.0,6,4,63.75,4/60,2.52,151.5,255
TEST,bowling_most_wickets,Subrata Guha,121,,,,,,,,,,,4.0,8,3,103.66,2/55,2.76,224.6,311
TEST,bowling_most_wickets,Baloo Gupte,122,,,,,,,,,,,3.0,5,3,116.33,1/54,3.08,226.0,349
TEST,bowling_most_wickets,Kirti Azad,123,,,,,,,,,,,7.0,10,3,124.33,2/84,2.98,250.0,373
TEST,bowling_most_wickets,Chandu Sarwate,124,,,,,,,,,,,9.0,10,3,124.66,1/16,3.41,219.3,374
TEST,bowling_most_wickets,Subroto Banerjee,125,,,,,,,,,,,1.0,1,3,15.66,3/47,2.61,36.0,47
TEST,bowling_most_wickets,Hemu Adhikari,126,,,,,,,,,,,21.0,3,3,27.33,3/68,2.89,56.6,82
TEST,bowling_most_wickets,Shah Nyalchand,127,,,,,,,,,,,1.0,1,3,32.33,3/97,1.51,128.0,97
TEST,bowling_most_wickets,T. Natarajan,128,,,,,,,,,,,1.0,2,3,39.66,3/78,3.1,76.6,119
TEST,bowling_most_wickets,Venatappa Muddiah,129,,,,,,,,,,,2.0,3,3,44.66,2/40,2.52,106.0,134
TEST,bowling_most_wickets,Rustomji Jamshedji,130,,,,,,,,,,,1.0,1,3,45.66,3/137,3.91,70.0,137
TEST,bowling_most_wickets,David Johnson,131,,,,,,,,,,,2.0,4,3,47.66,2/52,3.57,80.0,143
TEST,bowling_most_wickets,Gundibail Sunderam,132,,,,,,,,,,,2.0,4,3,55.33,2/46,2.51,132.0,166
TEST,bowling_most_wickets,Robin Singh,133,,,,,,,,,,,1.0,2,3,58.66,2/74,4.4,80.0,176
TEST,bowling_most_wickets,Ghulam Guard,134,,,,,,,,,,,2.0,4,3,60.66,2/69,2.75,132.0,182
TEST,bowling_most_wickets,Venkataraman Subramanya,135,,,,,,,,,,,9.0,14,3,67.0,2/32,2.71,148.0,201
TEST,bowling_most_wickets,Mushtaq Ali,136,,,,,,,,,,,11.0,5,3,67.33,1/45,3.2,126.0,202
TEST,bowling_most_wickets,Sairaj Bahutule,137,,,,,,,,,,,2.0,3,3,67.66,1/32,3.32,122.00,203
TEST,bowling_most_wickets,Bobjee Narasimha Rao,138,,,,,,,,,,,4.0,6,3,75.66,2/46,2.94,154.3,227
TEST,bowling_most_wickets,Jaydev Unadkat,139,,,,,,,,,,,4.0,7,3,77.0,2/50,2.92,158,231
TEST,bowling_most_wickets,Stuart Binny,140,,,,,,,,,,,6.0,7,3,86.0,2/24,3.44,150,258
TEST,bowling_most_wickets,Ranga Sohoni,141,,,,,,,,,,,4.0,5,2,101.0,1/16,2.27,266.0,202
TEST,bowling_most_wickets,Rohit Sharma,142,,,,,,,,,,,67.0,16,2,112.0,1/26,3.5,191.5,224
TEST,bowling_most_wickets,Gul Mohammad,143,,,,,,,,,,,9.0,4,2,12.0,2/21,1.87,38.5,24
TEST,bowling_most_wickets,Pankaj Singh,144,,,,,,,,,,,2.0,3,2,146.0,2/113,3.89,225.0,292
TEST,bowling_most_wickets,Ajit Pai,145,,,,,,,,,,,1.0,2,2,15.5,2/29,1.63,57.0,31
TEST,bowling_most_wickets,Nilesh Kulkarni,146,,,,,,,,,,,3.0,3,2,166.0,1/70,2.69,369.0,332
TEST,bowling_most_wickets,C.S. Nayudu,147,,,,,,,,,,,11.0,12,2,179.5,1/19,4.12,261.0,359
TEST,bowling_most_wickets,Sadashiv Patil,148,,,,,,,,,,,1.0,2,2,25.5,1/15,2.21,69.0,51
TEST,bowling_most_wickets,Naoomal Jeoomal,149,,,,,,,,,,,3.0,4,2,34.0,1/4,3.77,54.0,68
TEST,bowling_most_wickets,Rahul Sanghvi,150,,,,,,,,,,,1.0,2,2,39.0,2/67,6.32,37.0,78
TEST,bowling_most_wickets,Chetan Chauhan,151,,,,,,,,,,,40.0,10,2,53.0,1/4,3.65,87.0,106
TEST,bowling_most_wickets,VVS Laxman,152,,,,,,,,,,,134.0,13,2,63.0,1/2,2.33,162.0,126
TEST,bowling_most_wickets,Salil Ankola,153,,,,,,,,,,,1.0,2,2,64.0,1/35,4.26,90.0,128
TEST,bowling_most_wickets,Woorkeri Raman,154,,,,,,,,,,,11.0,7,2,64.5,1/7,2.22,174.0,129
TEST,bowling_most_wickets,Paras Mhambrey,155,,,,,,,,,,,2.0,3,2,74.0,1/43,3.44,129.0,148
TEST,bowling_most_wickets,Rakesh Shukla,156,,,,,,,,,,,1.0,2,2,76.0,2/82,3.1,147.0,152
TEST,bowling_most_wickets,Wasim Jaffer,157,,,,,,,,,,,31.0,1,2,9.0,2/18,1.63,33.0,18
TEST,bowling_most_wickets,Anshuman Gaekwad,158,,,,,,,,,,,40.0,17,2,93.5,1/4,3.35,167.0,187
TEST,bowling_most_wickets,Vijay Bharadwaj,159,,,,,,,,,,,3.0,4,1,107.0,1/26,2.59,247.0,107
TEST,bowling_most_wickets,Chingleput Gopinath,160,,,,,,,,,,,8.0,1,1,11.0,1/11,1.37,48.0,11
TEST,bowling_most_wickets,Syed Kirmani,161,,,,,,,,,,,88.0,3,1,13.0,1/9,4.1,19.0,13
TEST,bowling_most_wickets,Suru Nayak,162,,,,,,,,,,,2.0,3,1,132.0,1/16,3.42,231.0,132
TEST,bowling_most_wickets,Yashpal Sharma,163,,,,,,,,,,,37.0,3,1,17.0,1/6,3.4,30.0,17
TEST,bowling_most_wickets,Bal Dani,164,,,,,,,,,,,1.0,2,1,19.0,1/9,1.9,60.0,19
TEST,bowling_most_wickets,Murali Vijay,165,,,,,,,,,,,61.0,18,1,198.0,1/12,3.09,384,198
TEST,bowling_most_wickets,Nirode Chowdhury,166,,,,,,,,,,,2.0,3,1,205.0,1/130,2.38,516.0,205
TEST,bowling_most_wickets,Sunil Gavaskar,167,,,,,,,,,,,125.0,29,1,206.0,1/34,3.25,380.0,206
TEST,bowling_most_wickets,Morappakam Gopalan,168,,,,,,,,,,,1.0,1,1,39.0,1/39,2.05,114.0,39
TEST,bowling_most_wickets,Rahul Dravid,169,,,,,,,,,,,164.0,5,1,39.0,1/18,1.95,120.0,39
TEST,bowling_most_wickets,Vijay Manjrekar,170,,,,,,,,,,,55.0,6,1,44.0,1/16,1.29,204.0,44
TEST,bowling_most_wickets,Gundappa Viswanath,171,,,,,,,,,,,91.0,7,1,46.0,1/11,3.94,70.0,46
TEST,bowling_most_wickets,Iqbal Siddiqui,172,,,,,,,,,,,1.0,2,1,48.0,1/32,2.52,114.0,48
TEST,bowling_most_wickets,Surinder Amarnath,173,,,,,,,,,,,10.0,1,1,5.0,1/5,2.72,11.0,5
TEST,bowling_most_wickets,Dhiraj Parsana,174,,,,,,,,,,,2.0,3,1,50.0,1/32,2.5,120.0,50
TEST,bowling_most_wickets,Manohar Hardikar,175,,,,,,,,,,,2.0,3,1,55.0,1/9,3.05,108.0,55
TEST,bowling_most_wickets,Margashayam Venkataramana,176,,,,,,,,,,,1.0,2,1,58.0,1/10,4.97,70.0,58
TEST,bowling_most_wickets,Yograj Singh,177,,,,,,,,,,,1.0,1,1,63.0,1/63,4.2,90.0,63
TEST,bowling_most_wickets,Pankaj Roy,178,,,,,,,,,,,43.0,7,1,66.0,1/6,3.8,104.0,66
TEST,bowling_most_wickets,Vinay Kumar,179,,,,,,,,,,,1.0,1,1,73.0,1/73,5.61,78,73
TEST,bowling_most_wickets,Nari Contractor,180,,,,,,,,,,,31.0,10,1,80.0,1/9,2.58,186.0,80
TEST,bowling_most_wickets,Mansur Ali Khan Pataudi,181,,,,,,,,,,,46.0,10,1,88.0,1/10,4.0,132.0,88
TEST,bowling_best_average,Ravichandran Ashwin,2,,,,,,,,,,,106.0,200,537,24.0,7/59,2.83,50.7,12891
TEST,bowling_best_average,Ravindra Jadeja,3,,,,,,,,,,,89.0,167,348,25.11,7/42,2.59,58.1,8741
TEST,bowling_best_average,Mohammad Shami,4,,,,,,,,,,,64.0,122,229,27.71,6/56,3.3,50.2,6346
TEST,bowling_best_average,Bishan Singh Bedi,5,,,,,,,,,,,67.0,118,266,28.71,7/98,2.14,80.3,7637
TEST,bowling_best_average,Bapu Nadkarni,6,,,,,,,,,,,41.0,65,88,29.07,6/43,1.67,104.1,2559
TEST,bowling_best_average,Subhash Gupte,7,,,,,,,,,,,36.0,61,149,29.55,9/102,2.34,75.7,4403
TEST,bowling_best_average,Kapil Dev,8,,,,,,,,,,,131.0,227,434,29.64,9/83,2.78,63.9,12867
TEST,bowling_best_average,Anil Kumble,9,,,,,,,,,,,132.0,236,619,29.65,10/74,2.69,65.9,18355
TEST,bowling_best_average,Mohammed Siraj,10,,,,,,,,,,,45.0,84,139,29.66,6/15,3.53,50.4,4124
TEST,bowling_best_average,Bhagwath Chandrasekhar,11,,,,,,,,,,,58.0,97,242,29.74,8/79,2.7,65.9,7199
TEST,bowling_best_average,Ghulam Ahmed,12,,,,,,,,,,,22.0,36,68,30.17,7/49,2.17,83.0,2052
TEST,bowling_best_average,Pragyan Ojha,13,,,,,,,,,,,24.0,48,113,30.26,6/47,2.68,67.5,3420
TEST,bowling_best_average,Erapalli Prasanna,14,,,,,,,,,,,49.0,86,189,30.38,8/76,2.4,75.9,5742
TEST,bowling_best_average,Javagal Srinath,15,,,,,,,,,,,67.0,121,236,30.49,8/86,2.85,64.0,7196
TEST,bowling_best_average,Dilip Rasiklal Doshi,16,,,,,,,,,,,33.0,55,114,30.71,6/102,2.25,81.7,3502
TEST,bowling_best_average,Venkatapathy Raju,17,,,,,,,,,,,28.0,51,93,30.72,6/12,2.25,81.7,2857
TEST,bowling_best_average,Umesh Yadav,18,,,,,,,,,,,57.0,112,170,30.95,6/88,3.51,52.8,5263
TEST,bowling_best_average,Irfan Pathan,19,,,,,,,,,,,29.0,54,100,32.26,7/59,3.28,58.8,3226
TEST,bowling_best_average,Vinoo Mankad,20,,,,,,,,,,,44.0,70,162,32.32,8/52,2.13,90.6,5236
TEST,bowling_best_average,Ishant Sharma,21,,,,,,,,,,,105.0,188,311,32.4,7/74,3.15,61.6,10078
TEST,bowling_best_average,Harbhajan Singh,22,,,,,,,,,,,103.0,190,417,32.46,8/84,2.84,68.5,13537
TEST,bowling_best_average,Roger Binny,23,,,,,,,,,,,27.0,38,47,32.63,6/56,3.2,61.0,1534
TEST,bowling_best_average,Lala Amarnath,24,,,,,,,,,,,24.0,35,45,32.91,5/96,2.09,94.2,1481
TEST,bowling_best_average,Zaheer Khan,25,,,,,,,,,,,92.0,165,311,32.94,7/87,3.27,60.4,10247
TEST,bowling_best_average,Karsan Devjibhai Ghavri,26,,,,,,,,,,,39.0,69,109,33.54,5/33,3.11,64.5,3656
TEST,bowling_best_average,Venkatesh Prasad,27,,,,,,,,,,,33.0,58,96,35.0,6/33,2.86,73.3,3360
TEST,bowling_best_average,Shivlal Yadav,28,,,,,,,,,,,35.0,61,102,35.09,5/76,2.56,81.9,3580
TEST,bowling_best_average,Salim Durani,29,,,,,,,,,,,29.0,46,75,35.42,6/73,2.47,85.9,2657
TEST,bowling_best_average,Chetan Sharma,30,,,,,,,,,,,23.0,39,61,35.45,6/58,3.74,56.8,2163
TEST,bowling_best_average,Amit Mishra,31,,,,,,,,,,,22.0,40,76,35.72,5/71,3.19,67.1,2715
TEST,bowling_best_average,Srinivas Venkataraghavan,32,,,,,,,,,,,57.0,96,156,36.11,8/72,2.27,95.3,5634
TEST,bowling_best_average,Dattu Phadkar,33,,,,,,,,,,,31.0,48,62,36.85,7/159,2.28,96.6,2285
TEST,bowling_best_average,Manoj Prabhakar,34,,,,,,,,,,,39.0,68,96,37.3,6/132,2.87,77.8,3581
TEST,bowling_best_average,Ramakant Desai,35,,,,,,,,,,,28.0,45,74,37.31,6/56,2.95,75.6,2761
TEST,bowling_best_average,Maninder Singh,36,,,,,,,,,,,35.0,52,88,37.36,7/27,2.4,93.3,3288
TEST,bowling_best_average,Sreesanth,37,,,,,,,,,,,27.0,50,87,37.59,5/40,3.62,62.2,3271
TEST,bowling_best_average,Madan Lal,38,,,,,,,,,,,39.0,63,71,40.08,5/23,2.84,84.4,2846
TEST,bowling_best_average,Ravi Shastri,39,,,,,,,,,,,80.0,125,151,40.96,5/75,2.35,104.3,6185
TEST,bowling_best_average,Polly Umrigar,40,,,,,,,,,,,59.0,50,35,42.08,6/74,1.87,135.0,1473
TEST,bowling_best_average,Syed Abid Ali,41,,,,,,,,,,,29.0,49,47,42.12,6/55,2.85,88.5,1980
TEST,bowling_best_average,Gulabrai Ramchand,42,,,,,,,,,,,33.0,56,41,46.31,6/49,2.28,121.3,1899
TEST,bowling_best_average,Chandu Borde,43,,,,,,,,,,,55.0,54,52,46.48,5/88,2.54,109.5,2417
TEST,bowling_best_average,Rusi Surti,44,,,,,,,,,,,26.0,45,42,46.71,5/74,3.04,92.1,1962
TEST,bowling_best_average,Ajit Agarkar,45,,,,,,,,,,,26.0,46,58,47.32,6/41,3.39,83.70,2745
TEST,bowling_best_average,Virender Sehwag,46,,,,,,,,,,,104.0,91,40,47.35,5/104,3.04,93.2,1894
TEST,bowling_best_average,Sourav Ganguly,47,,,,,,,,,,,113.0,99,32,52.53,3/28,3.23,97.4,1681
TEST,bowling_best_average,Sachin Tendulkar,48,,,,,,,,,,,200.0,145,46,54.17,3/10,3.52,92.1,2492
TEST,bowling_best_average,Mohinder Amarnath,49,,,,,,,,,,,69.0,71,32,55.68,4/63,2.9,114.8,1782
TEST,bowling_best_bowling_figures,Anil Kumble,2,,,,,,,,,,,132.0,236,619,29.65,10/74,2.69,65.9,18355
TEST,bowling_best_bowling_figures,Jasubhai Patel,3,,,,,,,,,,,7.0,11,29,21.96,9/69,2.21,59.4,637
TEST,bowling_best_bowling_figures,Kapil Dev,4,,,,,,,,,,,131.0,227,434,29.64,9/83,2.78,63.9,12867
TEST,bowling_best_bowling_figures,Subhash Gupte,5,,,,,,,,,,,36.0,61,149,29.55,9/102,2.34,75.7,4403
TEST,bowling_best_bowling_figures,Vinoo Mankad,6,,,,,,,,,,,44.0,70,162,32.32,8/52,2.13,90.6,5236
TEST,bowling_best_bowling_figures,Narendra Hirwani,7,,,,,,,,,,,17.0,28,66,30.1,8/61,2.77,65.1,1987
TEST,bowling_best_bowling_figures,Srinivas Venkataraghavan,8,,,,,,,,,,,57.0,96,156,36.11,8/72,2.27,95.3,5634
TEST,bowling_best_bowling_figures,Erapalli Prasanna,9,,,,,,,,,,,49.0,86,189,30.38,8/76,2.4,75.9,5742
TEST,bowling_best_bowling_figures,Bhagwath Chandrasekhar,10,,,,,,,,,,,58.0,97,242,29.74,8/79,2.7,65.9,7199
TEST,bowling_best_bowling_figures,Harbhajan Singh,11,,,,,,,,,,,103.0,190,417,32.46,8/84,2.84,68.5,13537
TEST,bowling_best_bowling_figures,Javagal Srinath,12,,,,,,,,,,,67.0,121,236,30.49,8/86,2.85,64.0,7196
TEST,bowling_best_bowling_figures,Maninder Singh,13,,,,,,,,,,,35.0,52,88,37.36,7/27,2.4,93.3,3288
TEST,bowling_best_bowling_figures,Ravindra Jadeja,14,,,,,,,,,,,89.0,167,348,25.11,7/42,2.59,58.1,8741
TEST,bowling_best_bowling_figures,Ghulam Ahmed,15,,,,,,,,,,,22.0,36,68,30.17,7/49,2.17,83.0,2052
TEST,bowling_best_bowling_figures,Ravichandran Ashwin,16,,,,,,,,,,,106.0,200,537,24.0,7/59,2.83,50.7,12891
TEST,bowling_best_bowling_figures,Washington Sundar,17,,,,,,,,,,,17.0,29,36,32.97,7/59,3.25,60.7,1187
TEST,bowling_best_bowling_figures,Irfan Pathan,18,,,,,,,,,,,29.0,54,100,32.26,7/59,3.28,58.8,3226
TEST,bowling_best_bowling_figures,Shardul Thakur,19,,,,,,,,,,,13.0,22,33,31.03,7/61,3.81,48.8,1024
TEST,bowling_best_bowling_figures,Ishant Sharma,20,,,,,,,,,,,105.0,188,311,32.4,7/74,3.15,61.6,10078
TEST,bowling_best_bowling_figures,Amar Singh,21,,,,,,,,,,,7.0,13,28,30.64,7/86,2.35,77.9,858
TEST,bowling_best_bowling_figures,Zaheer Khan,22,,,,,,,,,,,92.0,165,311,32.94,7/87,3.27,60.4,10247
TEST,bowling_best_bowling_figures,Bishan Singh Bedi,23,,,,,,,,,,,67.0,118,266,28.71,7/98,2.14,80.3,7637
TEST,bowling_best_bowling_figures,Dattu Phadkar,24,,,,,,,,,,,31.0,48,62,36.85,7/159,2.28,96.6,2285
TEST,bowling_best_bowling_figures,Venkatapathy Raju,25,,,,,,,,,,,28.0,51,93,30.72,6/12,2.25,81.7,2857
TEST,bowling_best_bowling_figures,Mohammed Siraj,26,,,,,,,,,,,45.0,84,139,29.66,6/15,3.53,50.4,4124
TEST,bowling_best_bowling_figures,Jasprit Bumrah,27,,,,,,,,,,,52.0,99,234,19.79,6/27,2.77,42.8,4631
TEST,bowling_best_bowling_figures,Venkatesh Prasad,28,,,,,,,,,,,33.0,58,96,35.0,6/33,2.86,73.3,3360
TEST,bowling_best_bowling_figures,Axar Patel,29,,,,,,,,,,,15.0,29,57,19.66,6/38,2.52,46.6,1121
TEST,bowling_best_bowling_figures,Ajit Agarkar,30,,,,,,,,,,,26.0,46,58,47.32,6/41,3.39,83.70,2745
TEST,bowling_best_bowling_figures,Bapu Nadkarni,31,,,,,,,,,,,41.0,65,88,29.07,6/43,1.67,104.1,2559
TEST,bowling_best_bowling_figures,Pragyan Ojha,32,,,,,,,,,,,24.0,48,113,30.26,6/47,2.68,67.5,3420
TEST,bowling_best_bowling_figures,Gulabrai Ramchand,33,,,,,,,,,,,33.0,56,41,46.31,6/49,2.28,121.3,1899
TEST,bowling_best_bowling_figures,Syed Abid Ali,34,,,,,,,,,,,29.0,49,47,42.12,6/55,2.85,88.5,1980
TEST,bowling_best_bowling_figures,Ramakant Desai,35,,,,,,,,,,,28.0,45,74,37.31,6/56,2.95,75.6,2761
TEST,bowling_best_bowling_figures,Roger Binny,36,,,,,,,,,,,27.0,38,47,32.63,6/56,3.2,61.0,1534
TEST,bowling_best_bowling_figures,Mohammad Shami,37,,,,,,,,,,,64.0,122,229,27.71,6/56,3.3,50.2,6346
TEST,bowling_best_bowling_figures,Chetan Sharma,38,,,,,,,,,,,23.0,39,61,35.45,6/58,3.74,56.8,2163
TEST,bowling_best_bowling_figures,Laxman Sivaramakrishnan,39,,,,,,,,,,,9.0,16,26,44.03,6/64,2.9,91.0,1145
TEST,bowling_best_bowling_figures,Salim Durani,40,,,,,,,,,,,29.0,46,75,35.42,6/73,2.47,85.9,2657
TEST,bowling_best_bowling_figures,Polly Umrigar,41,,,,,,,,,,,59.0,50,35,42.08,6/74,1.87,135.0,1473
TEST,bowling_best_bowling_figures,Bhuvneshwar Kumar,42,,,,,,,,,,,21.0,37,63,26.09,6/82,2.94,53.1,1644
TEST,bowling_best_bowling_figures,Umesh Yadav,43,,,,,,,,,,,57.0,112,170,30.95,6/88,3.51,52.8,5263
TEST,bowling_best_bowling_figures,Sadu Shinde,44,,,,,,,,,,,7.0,10,12,59.75,6/91,2.83,126.2,717
TEST,bowling_best_bowling_figures,Akash Deep,45,,,,,,,,,,,10.0,18,28,35.78,6/99,3.91,54.8,1002
TEST,bowling_best_bowling_figures,Dilip Rasiklal Doshi,46,,,,,,,,,,,33.0,55,114,30.71,6/102,2.25,81.7,3502
TEST,bowling_best_bowling_figures,Manoj Prabhakar,47,,,,,,,,,,,39.0,68,96,37.3,6/132,2.87,77.8,3581
TEST,bowling_best_bowling_figures,Madan Lal,48,,,,,,,,,,,39.0,63,71,40.08,5/23,2.84,84.4,2846
TEST,bowling_best_bowling_figures,Hardik Pandya,49,,,,,,,,,,,11.0,19,17,31.05,5/28,3.38,55.1,528
TEST,bowling_best_bowling_figures,Karsan Devjibhai Ghavri,50,,,,,,,,,,,39.0,69,109,33.54,5/33,3.11,64.5,3656
TEST,bowling_best_bowling_figures,Kuldeep Yadav,51,,,,,,,,,,,17.0,32,76,22.42,5/40,3.53,38,1704
TEST,bowling_best_bowling_figures,Sreesanth,52,,,,,,,,,,,27.0,50,87,37.59,5/40,3.62,62.2,3271
TEST,bowling_best_bowling_figures,Arshad Ayub,53,,,,,,,,,,,13.0,22,41,35.07,5/50,2.35,89.30,1438
TEST,bowling_best_bowling_figures,RP Singh,54,,,,,,,,,,,14.0,25,40,42.05,5/59,3.98,63.3,1682
TEST,bowling_best_bowling_figures,Vaman Kumar,55,,,,,,,,,,,2.0,3,7,28.85,5/64,2.0,86.4,202
TEST,bowling_best_bowling_figures,Abey Kuruvilla,56,,,,,,,,,,,10.0,15,25,35.68,5/68,3.03,70.6,892
TEST,bowling_best_bowling_figures,Amit Mishra,57,,,,,,,,,,,22.0,40,76,35.72,5/71,3.19,67.1,2715
TEST,bowling_best_bowling_figures,Rusi Surti,58,,,,,,,,,,,26.0,45,42,46.71,5/74,3.04,92.1,1962
TEST,bowling_best_bowling_figures,Ravi Shastri,59,,,,,,,,,,,80.0,125,151,40.96,5/75,2.35,104.3,6185
TEST,bowling_best_bowling_figures,Shivlal Yadav,60,,,,,,,,,,,35.0,61,102,35.09,5/76,2.56,81.9,3580
TEST,bowling_best_bowling_figures,Lakshmipathy Balaji,61,,,,,,,,,,,8.0,15,27,37.18,5/76,3.43,65.0,1004
TEST,bowling_best_bowling_figures,Vivek Razdan,62,,,,,,,,,,,2.0,2,5,28.2,5/79,3.52,48.0,141
TEST,bowling_best_bowling_figures,Chandu Borde,63,,,,,,,,,,,55.0,54,52,46.48,5/88,2.54,109.5,2417
TEST,bowling_best_bowling_figures,Mohammad Nissar,64,,,,,,,,,,,6.0,11,25,28.28,5/90,3.5,48.4,707
TEST,bowling_best_bowling_figures,Lala Amarnath,65,,,,,,,,,,,24.0,35,45,32.91,5/96,2.09,94.2,1481
TEST,bowling_best_bowling_figures,Virender Sehwag,66,,,,,,,,,,,104.0,91,40,47.35,5/104,3.04,93.2,1894
TEST,bowling_best_bowling_figures,Praveen Kumar,67,,,,,,,,,,,6.0,11,27,25.81,5/106,2.59,59.6,697
TEST,bowling_best_bowling_figures,Commandur Rangachari,68,,,,,,,,,,,4.0,4,9,54.77,5/107,3.49,94.0,493
TEST,bowling_best_bowling_figures,Sunil Joshi,69,,,,,,,,,,,15.0,26,41,35.85,5/142,2.55,84.10,1470
TEST,bowling_best_bowling_figures,Munaf Patel,70,,,,,,,,,,,13.0,25,35,38.54,4/25,3.04,75.9,1349
TEST,bowling_best_bowling_figures,Vijay Hazare,71,,,,,,,,,,,30.0,43,20,61.0,4/29,2.57,142.0,1220
TEST,bowling_best_bowling_figures,Murali Kartik,72,,,,,,,,,,,8.0,15,24,34.16,4/44,2.54,80.50,820
TEST,bowling_best_bowling_figures,Rajesh Chauhan,73,,,,,,,,,,,21.0,34,47,39.51,4/48,2.34,101.0,1857
TEST,bowling_best_bowling_figures,Jayant Yadav,74,,,,,,,,,,,6.0,12,16,29.06,4/49,3.38,51.5,465
TEST,bowling_best_bowling_figures,Shute Banerjee,75,,,,,,,,,,,1.0,2,5,25.4,4/54,2.79,54.6,127
TEST,bowling_best_bowling_figures,Jahangir Khan,76,,,,,,,,,,,4.0,6,4,63.75,4/60,2.52,151.5,255
TEST,bowling_best_bowling_figures,Prasidh Krishna,77,,,,,,,,,,,6.0,11,22,34.36,4/62,4.72,43.6,756
TEST,bowling_best_bowling_figures,Mohinder Amarnath,78,,,,,,,,,,,69.0,71,32,55.68,4/63,2.9,114.8,1782
TEST,bowling_best_bowling_figures,Piyush Chawla,79,,,,,,,,,,,3.0,6,7,38.57,4/69,3.29,70.2,270
TEST,bowling_best_bowling_figures,Vasant Ranjane,80,,,,,,,,,,,7.0,13,19,34.15,4/72,3.07,66.5,649
TEST,bowling_best_bowling_figures,Ashish Nehra,81,,,,,,,,,,,17.0,29,44,42.4,4/72,3.24,78.3,1866
TEST,bowling_best_bowling_figures,Debasis Mohanty,82,,,,,,,,,,,2.0,4,4,59.75,4/78,3.33,107.5,239
TEST,bowling_best_bowling_figures,Nazir Ali,83,,,,,,,,,,,2.0,1,4,20.75,4/83,3.6,34.5,83
TEST,bowling_best_bowling_figures,Gopal Sharma,84,,,,,,,,,,,5.0,8,10,41.8,4/88,1.91,130.7,418
TEST,bowling_best_bowling_figures,Abhimanyu Mithun,85,,,,,,,,,,,4.0,8,9,50.66,4/105,3.8,80,456
TEST,bowling_best_bowling_figures,Atul Wassan,86,,,,,,,,,,,4.0,6,10,50.4,4/108,4.24,71.2,504
TEST,bowling_best_bowling_figures,Mantu Banerjee,87,,,,,,,,,,,1.0,2,5,36.2,4/120,3.54,61.2,181
TEST,bowling_best_bowling_figures,Amir Elahi,88,,,,,,,,,,,6.0,4,7,35.42,4/134,3.72,57.1,248
TEST,bowling_best_bowling_figures,Sarandeep Singh,89,,,,,,,,,,,3.0,4,10,34.0,4/136,3.0,67.80,340
TEST,bowling_best_bowling_figures,Sachin Tendulkar,90,,,,,,,,,,,200.0,145,46,54.17,3/10,3.52,92.1,2492
TEST,bowling_best_bowling_figures,Eknath Dhondu Solkar,91,,,,,,,,,,,27.0,44,18,59.44,3/28,2.83,125.8,1070
TEST,bowling_best_bowling_figures,Sourav Ganguly,92,,,,,,,,,,,113.0,99,32,52.53,3/28,3.23,97.4,1681
TEST,bowling_best_bowling_figures,Ramesh Powar,93,,,,,,,,,,,2.0,4,6,19.66,3/33,2.8,42.0,118
TEST,bowling_best_bowling_figures,Abdul Kardar,94,,,,,,,,,,,26.0,26,21,45.42,3/35,2.11,129.1,954
TEST,bowling_best_bowling_figures,Hanuma Vihari,95,,,,,,,,,,,16.0,10,5,36.0,3/37,3.13,69,180
TEST,bowling_best_bowling_figures,-,96,,,,,,,,,,,2.0,4,6,41.16,3/37,3.57,69.0,247
TEST,bowling_best_bowling_figures,C.K.Nayudu,97,,,,,,,,,,,7.0,10,9,42.88,3/40,2.69,95.3,386
TEST,bowling_best_bowling_figures,AG Kripal Singh,98,,,,,,,,,,,14.0,15,10,58.4,3/43,2.3,151.8,584
TEST,bowling_best_bowling_figures,Subroto Banerjee,99,,,,,,,,,,,1.0,1,3,15.66,3/47,2.61,36.0,47
TEST,bowling_best_bowling_figures,Vikram Singh,100,,,,,,,,,,,5.0,10,8,53.37,3/48,3.82,83.6,427
TEST,bowling_best_bowling_figures,Harshit Rana,101,,,,,,,,,,,2.0,3,4,50.75,3/48,4.51,67.5,203
TEST,bowling_best_bowling_figures,Hemu Adhikari,102,,,,,,,,,,,21.0,3,3,27.33,3/68,2.89,56.6,82
TEST,bowling_best_bowling_figures,Bharat Arun,103,,,,,,,,,,,2.0,3,4,29.0,3/76,2.76,63.00,116
TEST,bowling_best_bowling_figures,T. Natarajan,104,,,,,,,,,,,1.0,2,3,39.66,3/78,3.1,76.6,119
TEST,bowling_best_bowling_figures,Raju Kulkarni,105,,,,,,,,,,,3.0,6,5,45.4,3/85,3.72,73.2,227
TEST,bowling_best_bowling_figures,Balwinder Sandhu,106,,,,,,,,,,,8.0,10,10,55.7,3/87,3.27,102.0,557
TEST,bowling_best_bowling_figures,Shah Nyalchand,107,,,,,,,,,,,1.0,1,3,32.33,3/97,1.51,128.0,97
TEST,bowling_best_bowling_figures,Varun Aaron,108,,,,,,,,,,,9.0,14,18,52.61,3/97,4.77,66.0,947
