season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier,total_runs,total_wickets,batting_impact,bowling_impact,consistency_score,overall_performance_score,performance_category,career_matches,career_innings,career_runs,career_wickets,career_fifties,career_hundreds,career_catches,seasons_played
2013,7,7,159,39.75,120.45,15,4,0,0,41,0,0,0.0,0.0,0.0,,41,0,0,0,685,0,2485,0,0.634724388613438,0.0,5.137924144193295,1.8747767949434468,Poor,103,93,2485,0,11,1,0,9
2014,10,7,147,36.75,133.63,13,4,0,0,48*,0,0,0.0,0.0,0.0,,48,1,0,0,685,0,2485,0,0.6018978207082513,0.0,5.137924144193295,1.8616461677945029,Poor,103,93,2485,0,11,1,0,9
2015,14,12,293,26.63,132.57,33,3,2,0,79*,0,0,0.0,0.0,0.0,,79,1,0,0,685,0,2485,0,0.8624385632491516,0.0,5.137924144193295,1.9658624647066467,Poor,103,93,2485,0,11,1,0,9
2016,8,7,270,45.0,153.4,27,8,0,1,101,0,0,0.0,0.0,0.0,,101,0,0,0,685,0,2485,0,1.5539812049699857,0.0,5.137924144193295,2.242479521118363,Average,103,93,2485,0,11,1,0,9
2017,15,15,472,39.33,121.96,38,12,3,0,84*,0,0,0.0,0.0,0.0,,84,1,0,0,685,0,2485,0,1.8876761338584456,0.0,5.137924144193295,2.3759574925402696,Average,103,93,2485,0,11,1,0,9
2019,12,10,319,39.87,116.0,30,4,3,0,73*,0,0,0.0,0.0,0.0,,73,1,0,0,685,0,2485,0,1.2300960735176545,0.0,5.137924144193295,2.112925468666985,Average,103,93,2485,0,11,1,0,9
2020,14,14,311,25.91,131.22,32,9,3,0,69,0,0,0.0,0.0,0.0,,69,0,0,0,685,0,2485,0,0.8816007678562077,0.0,5.137924144193295,1.9735273465418042,Poor,103,93,2485,0,11,1,0,9
2021,8,7,152,25.33,112.59,13,2,0,0,39,0,0,0.0,0.0,0.0,,39,0,0,0,685,0,2485,0,0.3614287712163249,0.0,5.137924144193295,1.76545854809392,Poor,103,93,2485,0,11,1,0,9
2010,1,1,8,8.0,160.0,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,686,0,880,22,0.0085377627411089,0.0,4.698079351082209,1.4855420727520847,Poor,95,68,880,22,0,0,0,10
2011,6,2,37,37.0,119.35,2,1,0,0,30,0,0,0.0,0.0,0.0,,30,0,0,0,686,0,880,22,0.1362291340068824,0.0,4.698079351082209,1.5366186212073176,Poor,95,68,880,22,0,0,0,10
2012,8,6,90,22.5,134.32,9,3,0,0,30,0,3,26.0,7.8,20.0,2/14,30,0,2,14,686,0,880,22,0.2267826548406643,0.4209134631114246,4.698079351082209,1.6991140683117623,Poor,95,68,880,22,0,0,0,10
2013,17,16,293,32.55,147.23,25,12,0,0,41*,0,6,27.0,6.75,24.0,2/14,41,1,2,14,686,0,880,22,1.1707362064321662,0.9367489729593472,4.698079351082209,2.231446141370408,Average,95,68,880,22,0,0,0,10
2014,13,12,123,12.3,101.65,4,5,0,0,48*,0,3,21.33,7.11,18.0,2/14,48,1,2,14,686,0,880,22,0.1282217589946688,0.5628599029594438,4.698079351082209,1.7022736419246103,Poor,95,68,880,22,0,0,0,10
2015,13,8,74,18.5,112.12,7,1,0,0,20,0,4,35.0,7.36,28.5,2/14,20,0,2,14,686,0,880,22,0.1279766276246187,0.4418284174418342,4.698079351082209,1.665866143757715,Poor,95,68,880,22,0,0,0,10
2016,14,6,63,21.0,161.53,5,4,0,0,21,0,1,134.0,7.88,102.0,2/14,21,0,2,14,686,0,880,22,0.1781792644137543,0.0269468807345392,4.698079351082209,1.561482737565564,Poor,95,68,880,22,0,0,0,10
2017,8,7,78,15.6,102.63,6,3,0,0,18*,0,4,12.5,8.33,9.0,2/14,18,1,2,14,686,0,880,22,0.1041208379150328,1.0930612272988267,4.698079351082209,1.8516936706451506,Poor,95,68,880,22,0,0,0,10
2018,7,5,44,8.8,112.82,2,2,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,686,0,880,22,0.036422149174151,0.0,4.698079351082209,1.4966958273141477,Poor,95,68,880,22,0,0,0,10
2019,8,5,70,23.33,175.0,5,4,0,0,33*,0,1,44.0,6.28,42.0,2/14,33,1,2,14,686,0,880,22,0.2382840384247738,0.1029739081198306,4.698079351082209,1.6083327553387092,Poor,95,68,880,22,0,0,0,10
2008,16,11,192,32.0,147.69,21,8,2,0,64,0,0,0.0,0.0,0.0,,64,0,0,0,687,0,1441,0,0.7565653059289866,0.0,4.3334285900165534,1.6697148610466994,Poor,95,67,1441,0,11,0,0,6
2009,14,11,177,19.66,107.92,20,4,1,0,59*,0,0,0.0,0.0,0.0,,59,1,0,0,687,0,1441,0,0.313114255683628,0.0,4.3334285900165534,1.4923344411259363,Poor,95,67,1441,0,11,0,0,6
2010,16,15,356,32.36,117.49,41,5,2,0,55*,0,0,0.0,0.0,0.0,,55,1,0,0,687,0,1441,0,1.128505133558948,0.0,4.3334285900165534,1.818490791949908,Poor,95,67,1441,0,11,0,0,6
2011,16,13,396,56.57,126.51,38,9,5,0,71*,0,0,0.0,0.0,0.0,,71,1,0,0,687,0,1441,0,2.362927216809051,0.0,4.3334285900165534,2.31225962475618,Average,95,67,1441,0,11,0,0,6
2012,15,9,196,28.0,108.28,23,2,1,0,57,0,0,0.0,0.0,0.0,,57,0,0,0,687,0,1441,0,0.4954575766585239,0.0,4.3334285900165534,1.5652717694429574,Poor,95,67,1441,0,11,0,0,6
2013,18,8,124,17.71,102.47,11,0,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,687,0,1441,0,0.1876208533860196,0.0,4.3334285900165534,1.4421370802570903,Poor,95,67,1441,0,11,0,0,6
2010,6,1,3,0.0,75.0,0,0,0,0,3*,0,1,159.0,10.04,95.0,2/18,3,1,2,18,688,0,3,1,1.8759732602406365e-12,0.0178241438731344,3.274130556072159,1.0382538482093135,Poor,6,1,3,1,0,0,0,1
2024,4,3,18,9.0,75.0,2,1,0,0,9*,1,0,0.0,0.0,0.0,,9,1,0,0,689,0,18,0,0.0101302555884156,0.0,3.2529291426445974,1.030270189647617,Poor,4,3,18,0,0,0,1,1
2010,5,3,14,7.0,116.66,2,0,0,0,12,0,5,37.0,11.8,18.8,3/36,12,0,3,36,690,0,37,5,0.0095321786428151,0.3258560476868223,2.7274039344677306,0.9619976650321246,Poor,7,4,37,5,0,0,0,2
2013,2,1,23,23.0,153.33,4,0,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,690,0,37,5,0.0676280604581677,0.0,2.7274039344677306,0.8874792035267374,Poor,7,4,37,5,0,0,0,2
2008,4,2,6,3.0,42.85,0,0,0,0,3,0,1,82.0,8.94,55.0,1/27,3,0,1,27,691,0,6,1,0.0006430836347466,0.0388139770668268,3.2529291426445974,1.038119513978348,Poor,4,2,6,1,0,0,0,1
2012,15,2,9,9.0,128.57,2,0,0,0,9*,0,24,13.5,5.47,14.79,5/19,9,1,5,19,692,0,1820,207,0.0086829797443588,9.247613243199815,6.656227083749334,4.877630945909269,Good,202,126,1820,207,7,1,15,15
2013,16,6,21,7.0,110.52,0,2,0,0,13,0,22,15.9,5.46,17.45,5/19,13,0,5,19,692,0,1820,207,0.0135457275418924,7.210616951647845,6.656227083749334,4.268477158171845,Good,202,126,1820,207,7,1,15,15
2014,16,5,10,5.0,71.42,0,0,0,0,6,0,21,19.38,6.35,18.28,5/19,6,0,5,19,692,0,1820,207,0.0029773780045026,4.855470371048342,6.656227083749334,3.55770584488781,Average,202,126,1820,207,7,1,15,15
2015,8,1,0,0.0,0.0,0,0,0,0,0*,0,7,33.42,7.31,27.42,5/19,0,1,5,19,692,0,1820,207,8.337658905498946e-31,0.8152930303161205,6.656227083749334,2.3444616926795865,Average,202,126,1820,207,7,1,15,15
2016,11,4,7,7.0,53.84,0,0,0,0,4,0,11,27.63,7.09,23.36,5/19,4,0,5,19,692,0,1820,207,0.0021996078285062,1.59773620677534,6.656227083749334,2.580074488513142,Average,202,126,1820,207,7,1,15,15
2017,16,14,224,17.23,172.3,34,10,1,0,54,0,10,41.2,6.98,35.4,5/19,54,0,5,19,692,0,1820,207,0.554450395559656,0.9894340988014366,6.656227083749334,2.6184841711750213,Average,202,126,1820,207,7,1,15,15
2018,16,16,357,22.31,189.89,40,23,2,0,75,0,17,27.47,7.65,21.52,5/19,75,0,5,19,692,0,1820,207,1.2609968602899866,2.3018039904618632,6.656227083749334,3.294813723888952,Average,202,126,1820,207,7,1,15,15
2019,12,9,143,17.87,166.27,17,9,0,0,47,0,10,34.7,7.82,26.6,5/19,47,0,5,19,692,0,1820,207,0.3542571392072383,1.0485841389025898,6.656227083749334,2.5561518807267327,Average,202,126,1820,207,7,1,15,15
2020,10,9,121,13.44,142.35,10,8,1,0,64,0,5,60.4,7.94,45.6,5/19,64,0,5,19,692,0,1820,207,0.1930128551201642,0.2966552754440384,6.656227083749334,2.266075508344414,Average,202,126,1820,207,7,1,15,15
2021,14,10,62,7.75,131.91,3,5,0,0,26,0,16,22.56,6.44,21.0,5/19,26,0,5,19,692,0,1820,207,0.0528463792487995,3.133534868496724,6.656227083749334,3.0610727951166763,Average,202,126,1820,207,7,1,15,15
2022,14,10,71,8.88,177.5,6,6,0,0,22,2,9,34.66,5.57,37.33,21/2,22,0,21,2,692,0,1820,207,0.0933069076880907,1.326472551936079,6.656227083749334,2.5351383120501336,Average,202,126,1820,207,7,1,15,15
2023,14,10,21,3.0,84.0,2,1,0,0,7*,1,11,34.81,7.97,26.18,33/3,7,1,33,3,692,0,1820,207,0.004412289110124,1.12815780539388,6.656227083749334,2.44008604075134,Average,202,126,1820,207,7,1,15,15
2024,15,14,488,34.86,180.74,50,33,3,1,109,7,17,21.64,6.69,19.41,22/2,109,0,22,2,692,0,1820,207,2.5635725167291934,3.3412198963016877,6.656227083749334,4.127668757383727,Good,202,126,1820,207,7,1,15,15
2025,12,12,246,22.36,170.83,25,19,0,0,44,3,12,29.25,7.8,22.5,13/3,44,0,13,3,692,0,1820,207,0.783457011429771,1.4965811984964574,6.656227083749334,2.862230947187827,Average,202,126,1820,207,7,1,15,15
2026,13,4,40,13.33,125.0,2,4,0,0,24,2,15,22.6,6.64,20.4,26/2,24,0,26,2,692,0,1820,207,0.055570496665177,2.8441614933398114,6.656227083749334,2.975350429621876,Average,202,126,1820,207,7,1,15,15
2011,6,5,43,10.75,138.7,6,1,0,0,20,0,0,0.0,0.0,0.0,,20,0,0,0,693,0,43,0,0.0534561289051701,0.0,3.274130556072159,1.0542890565926557,Poor,6,5,43,0,0,0,0,1
2008,2,2,4,2.0,50.0,0,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,694,0,368,0,0.0003335063587879,0.0,2.3541134936724073,0.7427975495630001,Poor,21,20,368,0,2,0,0,3
2009,8,8,115,14.37,123.65,9,8,0,0,43,0,0,0.0,0.0,0.0,,43,0,0,0,694,0,368,0,0.170369894190403,0.0,2.3541134936724073,0.8108121046276316,Poor,21,20,368,0,2,0,0,3
2011,11,10,249,24.9,130.36,25,10,2,0,62,0,0,0.0,0.0,0.0,,62,0,0,0,694,0,368,0,0.6738871425724671,0.0,2.3541134936724073,1.0122190037790504,Poor,21,20,368,0,2,0,0,3
2011,8,1,2,2.0,50.0,0,0,0,0,2,0,6,37.16,7.68,29.0,2/24,2,0,2,24,695,0,2,6,0.0001667531798108,0.5982102323908868,3.2953319694997205,1.219124893497298,Poor,8,1,2,6,0,0,0,1
2008,16,14,421,38.27,142.22,35,18,3,0,55*,0,1,30.0,9.0,20.0,2/0,55,1,2,0,696,0,5528,25,1.9104925858568376,0.105384260379063,7.358178394381976,3.117134242642413,Average,205,200,5528,25,39,1,0,13
2009,14,14,434,31.0,140.9,37,21,2,0,98,0,7,23.42,5.92,23.71,2/0,98,0,2,0,696,0,5528,25,1.5805438191249177,1.4365771507620206,7.358178394381976,3.3845126027971535,Average,205,200,5528,25,39,1,0,13
2010,16,16,520,47.27,142.85,45,22,4,0,83*,0,6,29.66,7.46,23.83,2/0,83,1,2,0,696,0,5528,25,2.9276106267545563,0.7715796920577239,7.358178394381976,3.7238400878983926,Average,205,200,5528,25,39,1,0,13
2011,16,16,438,31.28,134.76,36,17,4,0,73*,0,4,50.25,7.3,41.25,2/0,73,1,2,0,696,0,5528,25,1.539380502271911,0.3102705659145759,7.358178394381976,3.030155300956075,Average,205,200,5528,25,39,1,0,13
2012,19,18,441,25.94,135.69,36,19,1,0,73,0,2,52.5,7.5,42.0,2/0,73,0,2,0,696,0,5528,25,1.2941974149234503,0.1445269849286097,7.358178394381976,2.882358991868697,Average,205,200,5528,25,39,1,0,13
2013,18,17,548,42.15,150.13,50,18,4,1,100*,0,1,23.0,11.5,12.0,2/0,100,1,2,0,696,0,5528,25,2.8912772987643343,0.1075756155248895,7.358178394381976,3.510105533956188,Average,205,200,5528,25,39,1,0,13
2014,16,16,523,40.23,146.08,51,19,5,0,87,0,1,134.0,7.44,108.0,2/0,87,0,2,0,696,0,5528,25,2.5626341298263577,0.0285405134640097,7.358178394381976,3.354937735917901,Average,205,200,5528,25,39,1,0,13
2015,17,17,374,24.93,123.02,31,16,2,0,62,0,2,46.5,7.75,36.0,2/0,62,0,2,0,696,0,5528,25,0.9563430976807442,0.1579118982079474,7.358178394381976,2.751232739086542,Average,205,200,5528,25,39,1,0,13
2016,15,15,399,28.5,127.88,39,10,3,0,75,0,0,0.0,0.0,0.0,,75,0,0,0,696,0,5528,25,1.212451869813374,0.0,7.358178394381976,2.80630267842214,Average,205,200,5528,25,39,1,0,13
2017,14,14,442,40.18,143.97,42,13,3,0,84,0,1,102.0,8.5,72.0,2/0,84,0,2,0,696,0,5528,25,2.131809192987191,0.0328186278052852,7.358178394381976,3.1838911956556637,Average,205,200,5528,25,39,1,0,13
2018,15,15,445,37.08,132.44,46,12,4,0,75*,0,0,0.0,0.0,0.0,,75,1,0,0,696,0,5528,25,1.822061505025698,0.0,7.358178394381976,3.0501465322632257,Average,205,200,5528,25,39,1,0,13
2019,17,17,383,23.93,121.97,45,9,3,0,59,0,0,0.0,0.0,0.0,,59,0,0,0,696,0,5528,25,0.9320487337000656,0.0,7.358178394381976,2.694141424088978,Average,205,200,5528,25,39,1,0,13
2021,12,11,160,17.77,125.0,13,9,1,0,54,0,0,0.0,0.0,0.0,,54,0,0,0,696,0,5528,25,0.2963203977104113,0.0,7.358178394381976,2.439850089947407,Average,205,200,5528,25,39,1,0,13
2025,16,16,717,65.18,167.91,69,38,5,0,73*,6,0,0.0,0.0,0.0,,73,1,0,0,697,0,987,0,6.542657673645994,0.0,2.557206516175822,3.4237980017514045,Average,29,29,987,0,7,0,9,2
2026,13,13,270,20.77,147.54,28,10,2,0,60,3,0,0.0,0.0,0.0,,60,0,0,0,697,0,987,0,0.6898491987321248,0.0,2.557206516175822,1.0826746141269803,Poor,29,29,987,0,7,0,9,2
2014,16,10,164,32.8,140.17,16,5,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,698,0,3594,0,0.6286615361486227,0.0,5.8900492178009065,2.109628373091906,Average,149,134,3594,0,24,2,13,11
2015,13,13,157,17.44,138.93,12,8,0,0,46*,0,0,0.0,0.0,0.0,,46,1,0,0,698,0,3594,0,0.3171657576191831,0.0,5.8900492178009065,1.9850300618047285,Poor,149,134,3594,0,24,2,13,11
2016,15,11,182,26.0,127.27,18,5,1,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,698,0,3594,0,0.5021285375609986,0.0,5.8900492178009065,2.0590151737074693,Average,149,134,3594,0,24,2,13,11
2017,10,7,105,17.5,119.31,8,3,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,698,0,3594,0,0.1827882680749501,0.0,5.8900492178009065,1.9312790660407861,Poor,149,134,3594,0,24,2,13,11
2018,14,14,512,36.57,133.33,61,16,4,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,698,0,3594,0,2.0814545140506615,0.0,5.8900492178009065,2.6907455636716042,Average,149,134,3594,0,24,2,13,11
2019,16,15,424,32.61,130.86,45,10,2,0,71*,0,0,0.0,0.0,0.0,,71,1,0,0,698,0,3594,0,1.5085777417912418,0.0,5.8900492178009065,2.461594854996987,Average,149,134,3594,0,24,2,13,11
2020,16,15,480,40.0,145.01,61,11,4,0,79*,0,0,0.0,0.0,0.0,,79,1,0,0,698,0,3594,0,2.3213643231306778,0.0,5.8900492178009065,2.7867094872076468,Average,149,134,3594,0,24,2,13,11
2021,14,14,317,22.64,143.43,40,10,2,0,82,0,0,0.0,0.0,0.0,,82,0,0,0,698,0,3594,0,0.85826184816964,0.0,5.8900492178009065,2.201468497808473,Average,149,134,3594,0,24,2,13,11
2022,8,8,303,43.29,145.67,23,16,3,0,68*,3,0,0.0,0.0,0.0,,68,1,0,0,698,0,3594,0,1.5931052132564831,0.0,5.8900492178009065,2.495405843549273,Average,149,134,3594,0,24,2,13,11
2023,16,16,605,43.21,181.13,65,28,5,1,103*,6,0,0.0,0.0,0.0,,103,1,0,0,698,0,3594,0,3.9479728040727937,0.0,5.8900492178009065,3.43735287893385,Average,149,134,3594,0,24,2,13,11
2024,11,11,345,34.5,167.47,36,18,3,1,102*,4,0,0.0,0.0,0.0,,102,1,0,0,698,0,3594,0,1.661955284479015,0.0,5.8900492178009065,2.5229458720107454,Average,149,134,3594,0,24,2,13,11
2025,5,3,7,2.33,63.63,0,0,0,0,4,1,0,0.0,0.0,0.0,,4,0,0,0,699,0,165,0,0.0008652866652576,0.0,1.8558952592423297,0.5858348234165001,Poor,12,10,165,0,1,0,4,2
2026,7,7,158,39.5,175.55,9,12,1,0,57,3,0,0.0,0.0,0.0,,57,0,0,0,699,0,165,0,0.9134802049600496,0.0,1.8558952592423297,0.9508807903693709,Poor,12,10,165,0,1,0,4,2
2026,2,1,1,0.0,33.33,0,0,0,0,1*,0,2,33.5,10.57,19.0,21/2,1,1,21,2,700,0,1,2,2.7789417418259816e-13,0.1607125215875125,3.231727729217035,1.0677433262087863,Poor,2,1,1,2,0,0,0,1
2022,5,5,67,13.4,113.55,7,2,0,0,34,5,0,0.0,0.0,0.0,,34,0,0,0,701,0,126,0,0.0849984222112317,0.0,2.7065845112121245,0.8878593389660979,Poor,11,10,126,0,0,0,10,3
2023,5,4,35,8.75,120.68,1,2,0,0,19,5,0,0.0,0.0,0.0,,19,0,0,0,701,0,126,0,0.0308145282709898,0.0,2.7065845112121245,0.8661857814116748,Poor,11,10,126,0,0,0,10,3
2024,1,1,24,24.0,133.33,3,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,701,0,126,0,0.0640316196218842,0.0,2.7065845112121245,0.8794726179387456,Poor,11,10,126,0,0,0,10,3
2008,9,9,311,34.55,133.47,43,6,2,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,703,0,423,0,1.1957385351194532,0.0,2.3274007855341496,1.21253236680367,Poor,20,20,423,0,2,0,0,4
2009,8,8,98,12.25,105.37,11,4,0,0,44,0,0,0.0,0.0,0.0,,44,0,0,0,703,0,423,0,0.1054686213275027,0.0,2.3274007855341496,0.7764244017229978,Poor,20,20,423,0,2,0,0,4
2010,2,2,5,2.5,125.0,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,703,0,423,0,0.0013027592119049,0.0,2.3274007855341496,0.734758056918425,Poor,20,20,423,0,2,0,0,4
2011,1,1,9,9.0,100.0,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,703,0,423,0,0.0067535037291372,0.0,2.3274007855341496,0.7369383547231376,Poor,20,20,423,0,2,0,0,4
2016,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,704,0,51,7,8.337658905498946e-31,0.0,2.276335384529833,0.7181270916743986,Poor,14,9,51,7,0,0,2,4
2017,4,2,12,6.0,63.15,0,0,0,0,10,0,1,61.0,8.71,42.0,1/14,10,0,1,14,704,0,51,7,0.0037909667612299,0.0535539521298571,2.276335384529833,0.7357096640002652,Poor,14,9,51,7,0,0,2,4
2023,2,1,2,0.0,50.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,704,0,51,7,8.337658948854771e-13,0.0,2.276335384529833,0.7181270916747321,Poor,14,9,51,7,0,0,2,4
2024,7,5,37,18.5,176.19,3,3,0,0,15*,2,6,22.16,8.86,15.0,28/2,15,1,28,2,704,0,51,7,0.1005538798764596,0.8695354347219477,2.276335384529833,1.0192092737404845,Poor,14,9,51,7,0,0,2,4
2011,5,2,15,0.0,125.0,2,0,0,0,13*,0,5,25.4,8.46,18.0,2/15,13,1,2,15,705,0,25,8,1.5633110459483247e-11,0.6620723290468656,2.8550153647808347,1.099307904310851,Poor,9,4,25,8,0,0,0,2
2013,4,2,10,5.0,76.92,1,0,0,0,9,0,3,30.33,9.1,20.0,2/15,9,0,2,15,705,0,25,8,0.0032066636250917,0.3092765308323384,2.8550153647808347,0.9947518303948323,Poor,9,4,25,8,0,0,0,2
2020,16,3,3,0.0,60.0,0,0,0,0,3*,0,16,31.5,8.02,23.56,2/24,3,1,2,24,706,0,4,21,1.5007786082425353e-12,1.8020820983846129,2.454030322657576,1.314810045793834,Poor,26,4,4,21,0,0,2,2
2026,10,1,1,0.0,50.0,0,0,0,0,1*,2,5,71.2,11.18,38.2,29/3,1,1,29,3,706,0,4,21,4.168829495271534e-13,0.1787259934873795,2.454030322657576,0.8278032148112373,Poor,26,4,4,21,0,0,2,2
2021,1,1,2,0.0,50.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,708,0,2,0,8.337658948854771e-13,0.0,3.2211270225032544,1.0161853109631354,Poor,1,1,2,0,0,0,0,1
2008,5,2,8,8.0,80.0,0,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,709,0,8,0,0.0042688813708212,0.0,1.7378982675145038,0.5499711506780282,Poor,7,3,8,0,0,0,0,2
2009,2,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,709,0,8,0,8.337658905498946e-31,0.0,1.7378982675145038,0.5482635981314072,Poor,7,3,8,0,0,0,0,2
2024,1,1,24,24.0,77.41,3,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,710,0,24,0,0.0371760869661637,0.0,3.2211270225032544,1.031055745734397,Poor,1,1,24,0,0,0,0,1
2008,2,2,10,5.0,66.66,0,1,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,711,0,11,0,0.0027789417219565,0.0,1.8542219969809448,0.5860724128896047,Poor,4,4,11,0,0,0,0,2
2009,2,2,1,1.0,25.0,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,711,0,11,0,2.0844147688967967e-05,0.0,1.8542219969809448,0.5849691738610009,Poor,4,4,11,0,0,0,0,2
2008,3,3,31,10.33,119.23,3,0,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,712,0,31,0,0.0318340346040805,0.0,3.2423284359308164,1.0356074424273676,Poor,3,3,31,0,0,0,0,1
2026,2,2,12,6.0,80.0,2,0,0,0,11,1,0,0.0,0.0,0.0,,11,0,0,0,713,0,12,0,0.0048024915421739,0.0,3.231727729217035,1.0214505663955837,Poor,2,2,12,0,0,0,1,1
2013,1,1,10,10.0,58.82,0,0,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,714,0,10,0,0.0049042109788566,0.0,3.2211270225032544,1.0181469953523827,Poor,1,1,10,0,0,0,0,1
2009,2,2,2,2.0,28.57,0,0,0,0,1*,0,3,20.0,7.5,16.0,2/16,1,1,2,16,715,0,12,8,9.528276695822024e-05,0.5690750020318001,2.0288127503948385,0.8108004819649997,Poor,6,4,12,8,0,0,0,2
2010,4,2,10,10.0,90.9,0,0,0,0,8,0,5,20.2,6.96,17.4,2/16,8,0,2,16,715,0,12,8,0.0075789319610901,1.0119263564373877,2.0288127503948385,0.9466493478284798,Poor,6,4,12,8,0,0,0,2
2011,4,2,23,11.5,85.18,4,0,0,0,22,0,2,55.5,7.92,42.0,3/20,22,0,3,20,716,0,422,31,0.0187848372550443,0.1294646926932608,2.7904430609846775,0.926668595629685,Poor,36,30,422,31,0,0,0,5
2012,2,2,4,4.0,44.44,0,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,716,0,422,31,0.0005928409019142,0.0,2.7904430609846775,0.8805523893265709,Poor,36,30,422,31,0,0,0,5
2013,16,14,233,23.3,142.94,12,14,0,0,40,0,19,25.15,8.01,18.84,3/20,40,0,3,20,716,0,422,31,0.6470081394306306,2.68362980922914,2.7904430609846775,1.9442074504431444,Poor,36,30,422,31,0,0,0,5
2015,2,2,12,6.0,80.0,0,1,0,0,9,0,1,55.0,9.16,36.0,3/20,9,0,3,20,716,0,422,31,0.0048024915421739,0.0564782657943835,2.7904430609846775,0.8991797293023625,Poor,36,30,422,31,0,0,0,5
2016,12,10,150,21.42,161.29,7,11,0,0,34,0,9,36.22,9.82,22.11,3/20,34,0,3,20,716,0,422,31,0.4320781371213756,0.7199827442930279,2.7904430609846775,1.2691413307136747,Poor,36,30,422,31,0,0,0,5
2022,14,14,397,36.09,131.02,29,16,2,0,61,10,0,0.0,0.0,0.0,,61,0,0,0,717,0,1515,0,1.5651613257979335,0.0,4.148827508126628,1.9349162272583587,Poor,52,52,1515,0,8,1,35,4
2023,11,11,343,42.88,164.11,26,23,1,0,84*,4,0,0.0,0.0,0.0,,84,1,0,0,717,0,1515,0,2.0124637509044687,0.0,4.148827508126628,2.1138371971220518,Average,52,52,1515,0,8,1,35,4
2024,13,13,416,41.6,149.64,35,19,3,0,65,9,0,0.0,0.0,0.0,,65,0,0,0,717,0,1515,0,2.15912847520187,0.0,4.148827508126628,2.1725030867823465,Average,52,52,1515,0,8,1,35,4
2026,14,14,359,29.92,145.93,30,17,2,1,101*,12,0,0.0,0.0,0.0,,101,1,0,0,717,0,1515,0,1.3069071818483056,0.0,4.148827508126628,1.831614569781809,Poor,52,52,1515,0,8,1,35,4
2008,7,7,104,17.33,131.64,14,3,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,718,0,735,4,0.197817131550824,0.0,3.2164895625237646,1.0938491604375582,Poor,38,37,735,4,5,0,0,5
2010,6,6,44,7.33,83.01,6,0,0,0,17,0,3,23.33,8.57,16.33,1/30,17,0,1,30,718,0,735,4,0.0223219016266378,0.4269383890567745,3.2164895625237646,1.1517325851270326,Poor,38,37,735,4,5,0,0,5
2011,10,10,226,28.25,125.55,33,3,2,0,59*,0,1,108.0,9.0,72.0,1/30,59,1,1,30,718,0,735,4,0.6683250394268727,0.0292734056678981,3.2164895625237646,1.290834345091362,Poor,38,37,735,4,5,0,0,5
2012,10,9,285,35.62,109.19,33,5,3,0,76*,0,0,0.0,0.0,0.0,,76,1,0,0,718,0,735,4,0.9241995770322332,0.0,3.2164895625237646,1.3844021383395688,Poor,38,37,735,4,5,0,0,5
2013,5,5,76,15.2,81.72,12,0,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,718,0,735,4,0.0787099547464629,0.0,3.2164895625237646,1.0462062897634565,Poor,38,37,735,4,5,0,0,5
2021,1,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,719,0,1151,0,2.7789417696153986e-05,0.0,3.913549269682574,1.2346383918097381,Poor,66,59,1151,0,2,0,32,6
2022,8,8,186,37.2,216.27,12,16,0,0,46,6,0,0.0,0.0,0.0,,46,0,0,0,719,0,1151,0,1.2476601057334835,0.0,3.913549269682574,1.7336913178370001,Poor,66,59,1151,0,2,0,32,6
