season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier,total_runs,total_wickets,batting_impact,bowling_impact,consistency_score,overall_performance_score,performance_category,career_matches,career_innings,career_runs,career_wickets,career_fifties,career_hundreds,career_catches,seasons_played
2008,6,6,95,19.0,96.93,5,1,0,0,26*,0,0,0.0,0.0,0.0,,26,1,0,0,1,0,4697,0,0.1458745547338381,0.0,6.593864104422594,2.1385496396591535,Average,169,157,4697,0,37,2,0,13
2010,7,7,111,15.85,93.27,7,0,0,0,45,0,0,0.0,0.0,0.0,,45,0,0,0,1,0,4697,0,0.1368164591557127,0.0,6.593864104422594,2.1349264014315263,Average,169,157,4697,0,37,2,0,13
2011,16,13,312,34.66,128.39,21,14,2,0,65,0,0,0.0,0.0,0.0,,65,0,0,0,1,0,4697,0,1.1575998865498356,0.0,6.593864104422594,2.543239771980862,Average,169,157,4697,0,37,2,0,13
2012,16,13,319,39.87,161.11,26,15,3,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,1,0,4697,0,1.7084549862038425,0.0,6.593864104422594,2.763581811622123,Average,169,157,4697,0,37,2,0,13
2013,14,14,360,36.0,164.38,34,15,2,0,64,0,0,0.0,0.0,0.0,,64,0,0,0,1,0,4697,0,1.7762255053189395,0.0,6.593864104422594,2.7906900192410538,Average,169,157,4697,0,37,2,0,13
2014,14,13,395,35.9,158.63,26,24,3,0,89*,0,0,0.0,0.0,0.0,,89,1,0,0,1,0,4697,0,1.8755169468599944,0.0,6.593864104422594,2.830406595817759,Average,169,157,4697,0,37,2,0,13
2015,16,14,513,46.63,175.08,60,22,2,1,133*,0,0,0.0,0.0,0.0,,133,1,0,0,1,0,4697,0,3.491913224387606,0.0,6.593864104422594,3.476965106182245,Average,169,157,4697,0,37,2,0,13
2016,16,16,687,52.84,168.79,57,37,6,1,129*,0,0,0.0,0.0,0.0,,129,1,0,0,1,0,4697,0,5.108699802568869,0.0,6.593864104422594,4.123679736808036,Good,169,157,4697,0,37,2,0,13
2017,9,9,216,27.0,132.51,12,16,1,0,89*,0,0,0.0,0.0,0.0,,89,1,0,0,1,0,4697,0,0.6443328798073598,0.0,6.593864104422594,2.3379329694891786,Average,169,157,4697,0,37,2,0,13
2018,12,11,480,53.33,174.54,39,30,6,0,90*,0,0,0.0,0.0,0.0,,90,1,0,0,1,0,4697,0,3.725219922728315,0.0,6.593864104422594,3.570287785425206,Average,169,157,4697,0,37,2,0,13
2019,13,13,442,44.2,154.0,31,26,5,0,82*,0,0,0.0,0.0,0.0,,82,1,0,0,1,0,4697,0,2.508472728184569,0.0,6.593864104422594,3.0835889080944066,Average,169,157,4697,0,37,2,0,13
2020,15,14,454,45.4,158.74,33,23,5,0,73*,0,0,0.0,0.0,0.0,,73,1,0,0,1,0,4697,0,2.7279864318007623,0.0,6.593864104422594,3.171394389453078,Average,169,157,4697,0,37,2,0,13
2021,15,14,313,31.3,148.34,23,16,2,0,76*,0,0,0.0,0.0,0.0,,76,1,0,0,1,0,4697,0,1.2116887455285628,0.0,6.593864104422594,2.564875315550718,Average,169,157,4697,0,37,2,0,13
2026,11,1,2,0.0,66.66,0,0,0,0,2*,1,15,25.93,10.01,15.53,17/2,2,1,17,2,2,0,2,15,1.1115766910057557e-12,1.6443496749189837,3.327134089641064,1.5429328011239736,Poor,11,1,2,15,0,0,1,1
2008,5,5,42,8.4,80.76,5,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,3,0,53,0,0.0237557645124599,0.0,2.1371305789269432,0.6837137500331774,Poor,7,6,53,0,0,0,0,2
2009,2,1,11,11.0,57.89,2,0,0,0,11,0,0,0.0,0.0,0.0,,11,0,0,0,3,0,53,0,0.0058402716075034,0.0,2.1371305789269432,0.676547552878361,Poor,7,6,53,0,0,0,0,2
2010,1,1,21,21.0,100.0,0,1,0,0,21,0,0,0.0,0.0,0.0,,21,0,0,0,4,0,2091,1,0.0367690758119454,0.0,4.924123381656155,1.5681458570083804,Poor,92,90,2091,1,15,0,1,11
2011,6,6,47,7.83,102.17,3,3,0,0,25,0,0,0.0,0.0,0.0,,25,0,0,0,4,0,2091,1,0.0313492487701797,0.0,4.924123381656155,1.565977926193842,Poor,92,90,2091,1,15,0,1,11
2012,2,2,55,27.5,107.84,8,0,0,0,30,0,0,0.0,0.0,0.0,,30,0,0,0,4,0,2091,1,0.1359938869626014,0.0,4.924123381656155,1.6078357814289528,Poor,92,90,2091,1,15,0,1,11
2013,14,14,456,32.57,135.71,54,16,4,0,67,0,1,49.0,12.25,24.0,1/11,67,0,1,11,4,0,2091,1,1.6805002291320557,0.0474031658715742,4.924123381656155,2.2398592674261835,Average,92,90,2091,1,15,0,1,11
2014,13,13,309,28.09,117.49,31,9,2,0,88*,0,0,0.0,0.0,0.0,,88,1,0,0,4,0,2091,1,0.8502668490557661,0.0,4.924123381656155,1.8935449659805095,Poor,92,90,2091,1,15,0,1,11
2015,3,3,23,11.5,69.69,4,0,0,0,10*,0,0,0.0,0.0,0.0,,10,1,0,0,4,0,2091,1,0.0153688108515872,0.0,4.924123381656155,1.559585751032797,Poor,92,90,2091,1,15,0,1,11
2016,13,12,393,39.3,131.43,45,11,5,0,74,0,0,0.0,0.0,0.0,,74,0,0,0,4,0,2091,1,1.6924807310347498,0.0,4.924123381656155,2.2304305184352176,Average,92,90,2091,1,15,0,1,11
2017,13,13,299,24.91,166.11,25,19,2,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,4,0,2091,1,1.0315370195135938,0.0,4.924123381656155,1.9660530340911324,Poor,92,90,2091,1,15,0,1,11
2018,10,9,134,16.75,134.0,6,8,0,0,46,0,0,0.0,0.0,0.0,,46,0,0,0,4,0,2091,1,0.2507659307265967,0.0,4.924123381656155,1.6537445988886421,Poor,92,90,2091,1,15,0,1,11
2020,12,12,268,22.33,111.2,28,8,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,4,0,2091,1,0.5548459607189911,0.0,4.924123381656155,1.775376610763968,Poor,92,90,2091,1,15,0,1,11
2022,5,5,86,17.2,140.98,10,3,1,0,58,1,0,0.0,0.0,0.0,,58,0,0,0,4,0,2091,1,0.1738715512510307,0.0,4.924123381656155,1.6229868471291735,Poor,92,90,2091,1,15,0,1,11
2023,1,1,1,0.0,100.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,6,0,1,0,8.337658989709301e-13,0.0,3.2211270225032544,1.0161853109631354,Poor,1,1,1,0,0,0,0,1
2020,12,8,111,22.2,170.76,8,6,0,0,33,0,1,96.0,13.71,42.0,1/41,33,0,1,41,7,0,857,1,0.3508376745737008,0.0216187623995022,4.236992978661012,1.4834864049979095,Poor,71,60,857,1,0,0,20,7
2021,11,10,111,12.33,127.58,4,8,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,7,0,857,1,0.1455837083783332,0.0,4.236992978661012,1.394899189888499,Poor,71,60,857,1,0,0,20,7
2022,2,2,4,2.0,57.14,0,0,0,0,4,1,0,0.0,0.0,0.0,,4,0,0,0,7,0,857,1,0.0003811310668133,0.0,4.236992978661012,1.336818159021972,Poor,71,60,857,1,0,0,20,7
2023,9,8,169,42.25,132.03,10,11,0,0,37*,4,0,0.0,0.0,0.0,,37,1,0,0,7,0,857,1,0.7860137899989343,0.0,4.236992978661012,1.6510712222805675,Poor,71,60,857,1,0,0,20,7
2024,16,12,182,18.2,168.51,15,11,0,0,37*,9,0,0.0,0.0,0.0,,37,1,0,0,7,0,857,1,0.4653852118622368,0.0,4.236992978661012,1.52281979115414,Poor,71,60,857,1,0,0,20,7
2025,13,12,164,20.5,176.34,8,14,0,0,45,4,0,0.0,0.0,0.0,,45,0,0,0,7,0,857,1,0.4943023440425237,0.0,4.236992978661012,1.5343866440146878,Poor,71,60,857,1,0,0,20,7
2026,8,8,116,19.33,131.81,10,5,0,0,37*,2,0,0.0,0.0,0.0,,37,1,0,0,7,0,857,1,0.2464236169172321,0.0,4.236992978661012,1.4352351532637226,Poor,71,60,857,1,0,0,20,7
2008,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,8,0,0,0,8.337658905498946e-31,0.0,3.2211270225032544,1.0161853109628018,Poor,1,1,0,0,0,0,0,1
2022,1,1,4,4.0,50.0,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,9,0,4,0,0.0006670127159083,0.0,3.2211270225032544,1.0164521160488984,Poor,1,1,4,0,0,0,0,1
2010,1,1,5,5.0,125.0,1,0,0,0,5,0,1,39.0,13.0,18.0,2/37,5,0,2,37,10,0,34,7,0.0026055184185989,0.056121795491644,2.1408744980758283,0.6932713034345557,Poor,14,8,34,7,0,0,0,3
2011,12,6,27,9.0,135.0,3,1,0,0,11,0,5,64.2,9.44,40.8,2/37,11,0,2,37,10,0,34,7,0.0273516900820363,0.2347483209353315,2.1408744980758283,0.7567577296695505,Poor,14,8,34,7,0,0,0,3
2013,1,1,2,2.0,100.0,0,0,0,0,2,0,1,37.0,9.25,24.0,2/37,2,0,2,37,10,0,34,7,0.0003335063595883,0.0831373274068542,2.1408744980758283,0.7004671581783187,Poor,14,8,34,7,0,0,0,3
2022,8,7,108,18.0,144.0,14,3,0,0,43,4,0,0.0,0.0,0.0,,43,0,0,0,12,0,292,0,0.2334010885044622,0.0,2.9262692093012177,1.0165254535273311,Poor,27,20,292,0,0,0,17,4
2023,9,6,114,19.0,137.34,6,7,0,0,42,4,0,0.0,0.0,0.0,,42,0,0,0,12,0,292,0,0.2480273766163502,0.0,2.9262692093012177,1.022375968766236,Poor,27,20,292,0,0,0,17,4
2024,2,2,9,4.5,56.25,1,0,0,0,8,2,0,0.0,0.0,0.0,,8,0,0,0,12,0,292,0,0.001899422926078,0.0,2.9262692093012177,0.9239247873885782,Poor,27,20,292,0,0,0,17,4
2025,8,5,61,12.2,100.0,2,4,0,0,43,7,0,0.0,0.0,0.0,,43,0,0,0,12,0,292,0,0.0620488576419597,0.0,2.9262692093012177,0.947984561250871,Poor,27,20,292,0,0,0,17,4
2008,2,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,13,0,19,0,8.337658905498946e-31,0.0,1.6954954396058088,0.5348865625276968,Poor,3,2,19,0,0,0,0,2
2013,1,1,19,19.0,90.47,1,0,0,0,19,0,0,0.0,0.0,0.0,,19,0,0,0,13,0,19,0,0.0272305188742892,0.0,1.6954954396058088,0.5457787700665203,Poor,3,2,19,0,0,0,0,2
2010,13,11,183,20.33,110.24,16,4,1,0,53*,0,0,0.0,0.0,0.0,,53,1,0,0,14,0,217,1,0.3419572354152005,0.0,2.1425722372121045,0.8127110458597172,Poor,21,16,217,1,1,0,0,3
2011,3,2,10,5.0,55.55,2,0,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,14,0,217,1,0.0023157847683665,0.0,2.1425722372121045,0.6768544657368402,Poor,21,16,217,1,1,0,0,3
2012,5,3,24,12.0,92.3,1,1,0,0,19,0,1,38.0,6.33,36.0,1/13,19,0,1,13,14,0,217,1,0.0221634984390591,0.1182911378191087,2.1425722372121045,0.7202808925074233,Poor,21,16,217,1,1,0,0,3
2008,14,10,206,25.75,149.27,16,9,0,0,45*,0,1,68.0,9.71,42.0,3/13,45,1,3,13,15,0,672,9,0.6601780961444539,0.0430934608195901,3.831355158825093,1.4856963586218022,Poor,60,50,672,9,0,0,0,7
2009,13,11,193,21.44,126.97,14,7,0,0,35,0,4,21.0,7.0,18.0,3/13,35,0,3,13,15,0,672,9,0.4380536809005748,0.7742517027441126,3.831355158825093,1.6161940649711095,Poor,60,50,672,9,0,0,0,7
2010,3,3,58,29.0,113.72,4,2,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,15,0,672,9,0.1594802716938615,0.0,3.831355158825093,1.2724891908088953,Poor,60,50,672,9,0,0,0,7
2011,10,9,61,8.71,91.04,9,0,0,0,17*,0,2,47.5,9.34,30.5,3/13,17,1,3,13,15,0,672,9,0.0403296417165901,0.128271160440543,3.831355158825093,1.2633102869593285,Poor,60,50,672,9,0,0,0,7
2012,4,4,45,15.0,91.83,2,1,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,15,0,672,9,0.0516811872187746,0.0,3.831355158825093,1.2293695570619803,Poor,60,50,672,9,0,0,0,7
2013,11,9,66,11.0,90.41,5,0,0,0,25*,0,2,29.5,7.37,24.0,3/13,25,1,3,13,15,0,672,9,0.0547264421076075,0.2617459710960629,3.831355158825093,1.3091114502665904,Poor,60,50,672,9,0,0,0,7
2014,5,4,43,14.33,91.48,5,1,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,15,0,672,9,0.0469986005597443,0.0,3.831355158825093,1.2274965224002412,Poor,60,50,672,9,0,0,0,7
2009,9,7,78,19.5,127.86,5,3,0,0,36*,0,0,0.0,0.0,0.0,,36,1,0,0,16,0,194,0,0.1621466717072659,0.0,3.4045402987700024,1.1389062979171773,Poor,22,16,194,0,0,0,0,3
2010,6,5,56,28.0,116.66,3,3,0,0,32*,0,0,0.0,0.0,0.0,,32,1,0,0,16,0,194,0,0.1525148580399293,0.0,3.4045402987700024,1.1350535724540955,Poor,22,16,194,0,0,0,0,3
2011,7,4,60,20.0,103.44,5,1,0,0,25,0,0,0.0,0.0,0.0,,25,0,0,0,16,0,194,0,0.1034936925411783,0.0,3.4045402987700024,1.1154451062742035,Poor,22,16,194,0,0,0,0,3
2018,3,3,63,63.0,190.9,3,5,0,0,46*,0,0,0.0,0.0,0.0,,46,1,0,0,17,0,2379,11,0.6317294910938555,0.0,4.527865875269766,1.6811206536358507,Poor,92,89,2379,11,13,2,30,9
2019,3,3,9,4.5,100.0,1,0,0,0,5*,0,1,21.0,10.5,12.0,2/4,5,1,2,4,17,0,2379,11,0.0033767518683205,0.1290419514866152,4.527865875269766,1.4684921436042497,Poor,92,89,2379,11,13,2,30,9
2020,8,7,71,14.2,126.78,6,3,0,0,31,0,2,45.5,9.1,30.0,2/4,31,0,2,4,17,0,2379,11,0.1065716193871342,0.1374411310887897,4.527865875269766,1.51228984444863,Poor,92,89,2379,11,13,2,30,9
2021,8,7,98,16.33,130.66,7,4,0,0,33,0,4,16.0,6.4,15.0,2/4,33,0,2,4,17,0,2379,11,0.1743408017021209,1.1114746120234833,4.527865875269766,1.8316075613357148,Poor,92,89,2379,11,13,2,30,9
2022,14,14,426,30.43,133.12,47,13,2,0,75,1,0,0.0,0.0,0.0,,75,0,0,0,17,0,2379,11,1.438795214661517,0.0,4.527865875269766,2.0039469427400887,Average,92,89,2379,11,13,2,30,9
2023,11,11,226,20.55,143.94,28,6,2,0,67,4,2,62.0,10.33,36.0,26/1,67,0,26,1,17,0,2379,11,0.5573729500683301,0.0888541053900135,4.527865875269766,1.6780342688457308,Poor,92,89,2379,11,13,2,30,9
2024,16,16,484,32.27,204.21,36,42,3,0,75*,7,2,25.5,7.28,21.0,24/2,75,1,24,2,17,0,2379,11,2.6592885072039403,0.306547620673723,4.527865875269766,2.5841085453790136,Average,92,89,2379,11,13,2,30,9
2025,14,13,439,33.77,193.39,46,28,2,1,141,8,0,0.0,0.0,0.0,,141,0,0,0,17,0,2379,11,2.3904172742717864,0.0,4.527865875269766,2.3845957662035477,Average,92,89,2379,11,13,2,30,9
2026,15,15,563,40.21,204.72,50,43,4,1,135*,10,0,0.0,0.0,0.0,,135,1,0,0,17,0,2379,11,3.8640867249661466,0.0,4.527865875269766,2.9740635458918243,Average,92,89,2379,11,13,2,30,9
2023,4,4,33,8.25,106.45,1,2,0,0,20,4,0,0.0,0.0,0.0,,20,0,0,0,18,0,769,0,0.0241633797349812,0.0,2.926988082508947,0.9330571566872573,Poor,35,33,769,0,4,0,9,4
2024,14,12,327,32.7,159.51,36,13,2,0,65,2,0,0.0,0.0,0.0,,65,0,0,0,18,0,769,0,1.4220915132446683,0.0,2.926988082508947,1.492228409531961,Poor,35,33,769,0,4,0,9,4
2025,13,13,301,25.08,146.82,28,12,1,0,51,3,0,0.0,0.0,0.0,,51,0,0,0,18,0,769,0,0.9241093658162444,0.0,2.926988082508947,1.2930355507597842,Poor,35,33,769,0,4,0,9,4
2026,4,4,108,27.0,122.72,15,1,1,0,51,0,0,0.0,0.0,0.0,,51,0,0,0,18,0,769,0,0.2983643914198776,0.0,2.926988082508947,1.0427375612515355,Poor,35,33,769,0,4,0,9,4
2015,3,3,10,10.0,200.0,2,0,0,0,5*,0,1,128.0,10.66,72.0,2/27,5,1,2,27,19,0,10,1,0.0166753178451822,0.0208531823951482,3.2423284359308164,1.0357999104421602,Poor,3,3,10,1,0,0,0,1
2008,14,14,436,33.53,137.1,51,19,3,1,109*,0,0,0.0,0.0,0.0,,109,1,0,0,20,0,2069,0,1.6710968546492886,0.0,4.353504316531805,2.041860871633915,Average,80,80,2069,0,11,2,0,6
2009,16,16,495,30.93,152.3,54,29,3,0,85,0,0,0.0,0.0,0.0,,85,0,0,0,20,0,2069,0,1.9441472106380544,0.0,4.353504316531805,2.1510810139202015,Average,80,80,2069,0,11,2,0,6
2010,16,16,289,18.06,156.21,31,16,1,0,54,0,0,0.0,0.0,0.0,,54,0,0,0,20,0,2069,0,0.6797802545092073,0.0,4.353504316531805,1.645334231974409,Poor,80,80,2069,0,11,2,0,6
2011,14,14,383,27.35,129.83,41,18,2,1,106,0,0,0.0,0.0,0.0,,106,0,0,0,20,0,2069,0,1.1339013857695333,0.0,4.353504316531805,1.8269826842968913,Poor,80,80,2069,0,11,2,0,6
2012,7,7,172,34.4,120.27,21,4,1,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,20,0,2069,0,0.5933190938267034,0.0,4.353504316531805,1.610749767735992,Poor,80,80,2069,0,11,2,0,6
2013,13,13,294,24.5,128.38,41,6,1,0,85*,0,0,0.0,0.0,0.0,,85,1,0,0,20,0,2069,0,0.7710009452033888,0.0,4.353504316531805,1.6818225082155935,Poor,80,80,2069,0,11,2,0,6
2017,4,3,7,3.5,58.33,0,0,0,0,5,0,3,44.66,9.57,28.0,2/21,5,0,2,21,21,0,25,6,0.0011915223330072,0.1997239337948146,2.347422814300268,0.800947193408544,Poor,9,7,25,6,0,0,0,3
2021,4,3,16,8.0,94.11,0,1,0,0,15,0,3,43.66,9.35,28.0,2/21,15,0,2,21,21,0,25,6,0.0100436106387342,0.209105485387618,2.347422814300268,0.8073024942023206,Poor,9,7,25,6,0,0,0,3
2026,1,1,2,0.0,100.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,21,0,25,6,1.667531789604201e-12,0.0,2.347422814300268,0.7405534043979576,Poor,9,7,25,6,0,0,0,3
2010,9,7,181,45.25,126.57,15,3,0,0,45*,0,0,0.0,0.0,0.0,,45,1,0,0,22,0,181,0,0.8643150251451525,0.0,3.3059326762135015,1.3886653912178062,Poor,9,7,181,0,0,0,0,1
2016,5,1,0,0.0,0.0,0,0,0,0,0*,0,12,9.58,6.76,8.5,6/19,0,1,6,19,23,0,15,27,8.337658905498946e-31,5.27240244298927,2.3117909630026965,2.311033174509006,Average,17,5,15,27,0,0,0,3
2017,6,1,5,5.0,71.42,1,0,0,0,5,0,7,23.28,8.21,17.0,6/19,5,0,6,19,23,0,15,27,0.00148868900374,1.042104854782452,2.3117909630026965,1.042539374916951,Poor,17,5,15,27,0,0,0,3
2023,6,3,10,3.33,62.5,0,0,0,0,7,0,8,23.5,8.54,16.5,22/3,7,0,22,3,23,0,15,27,0.0017352752669309,1.1342368847097668,2.3117909630026965,1.0702776183726832,Poor,17,5,15,27,0,0,0,3
2023,2,2,22,11.0,137.5,2,1,0,0,18,0,2,28.0,8.0,21.0,23/2,18,0,23,2,24,0,22,2,0.0277435600478975,0.2540513406736507,3.231727729217035,1.1068423959145766,Poor,2,2,22,2,0,0,0,1
2010,3,2,34,17.0,154.54,3,1,0,0,30,0,5,22.4,10.18,13.2,2/36,30,0,2,36,25,0,34,5,0.0744754045299184,0.6238981826051536,3.2423284359308164,1.239833444975023,Poor,3,2,34,5,0,0,0,1
2010,7,4,50,12.5,138.88,5,3,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,26,0,339,0,0.0723708793773127,0.0,3.159088958171894,1.0255621992641581,Poor,35,28,339,0,1,0,0,6
2013,5,5,123,24.6,146.42,14,5,1,0,59,0,0,0.0,0.0,0.0,,59,0,0,0,26,0,339,0,0.3693896693320782,0.0,3.159088958171894,1.144369715127257,Poor,35,28,339,0,1,0,0,6
2014,15,12,126,15.75,128.57,16,3,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,26,0,339,0,0.2127330034160041,0.0,3.159088958171894,1.08170704882349,Poor,35,28,339,0,1,0,0,6
2015,2,2,14,7.0,82.35,1,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,26,0,339,0,0.0067287408817406,0.0,3.159088958171894,0.9993053438921863,Poor,35,28,339,0,1,0,0,6
2016,3,2,8,4.0,53.33,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,26,0,339,0,0.0014228715237794,0.0,3.159088958171894,0.9971829961511242,Poor,35,28,339,0,1,0,0,6
2017,3,3,18,6.0,78.26,3,0,0,0,18,0,0,0.0,0.0,0.0,,18,0,0,0,26,0,339,0,0.0070470560247595,0.0,3.159088958171894,0.9994326699492665,Poor,35,28,339,0,1,0,0,6
2010,3,3,42,21.0,100.0,5,1,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,27,0,42,0,0.0735381516063817,0.0,3.2423284359308164,1.0522890892116066,Poor,3,3,42,0,0,0,0,1
2011,6,6,120,20.0,137.93,21,2,1,0,51,0,0,0.0,0.0,0.0,,51,0,0,0,28,0,120,0,0.276003190461525,0.0,3.274130556072159,1.143307881126179,Poor,6,6,120,0,1,0,0,1
2021,6,6,146,29.2,122.68,12,4,0,0,42,0,0,0.0,0.0,0.0,,42,0,0,0,29,0,1671,6,0.4360673783613356,0.0,4.135771836847039,1.4791599097702706,Poor,69,66,1671,6,10,0,36,6
2022,14,12,381,47.63,139.05,25,19,3,0,68*,6,1,64.0,10.66,36.0,8/1,68,1,8,1,29,0,1671,6,2.103878592780882,0.0417063647870381,4.135771836847039,2.1587963042945644,Average,69,66,1671,6,10,0,36,6
2023,13,13,248,22.55,125.88,18,8,1,0,50,10,1,70.0,8.57,49.0,24/1,50,0,24,1,29,0,1671,6,0.5869472682018395,0.0474308223140198,4.135771836847039,1.553741112326097,Poor,69,66,1671,6,10,0,36,6
2024,11,11,220,24.44,124.29,18,4,1,0,50,5,0,0.0,0.0,0.0,,50,0,0,0,29,0,1671,6,0.5571911307041051,0.0,4.135771836847039,1.5276094106589289,Poor,69,66,1671,6,10,0,36,6
2025,13,13,445,34.23,148.82,38,22,5,0,66,7,4,25.5,9.27,16.5,30/2,66,0,30,2,29,0,1671,6,1.8900458278010457,0.4814814829738093,4.135771836847039,2.2051957337122614,Average,69,66,1671,6,10,0,36,6
2026,12,11,231,25.67,138.32,20,11,0,0,45,8,0,0.0,0.0,0.0,,45,0,0,0,29,0,1671,6,0.6838596082774215,0.0,4.135771836847039,1.578276801637588,Poor,69,66,1671,6,10,0,36,6
2009,4,1,0,0.0,0.0,0,0,0,0,0*,0,3,39.0,7.31,32.0,2/19,0,1,2,19,30,0,3,7,8.337658905498946e-31,0.2994186057827524,2.2269853152924495,0.7923839561891273,Poor,9,3,3,7,0,0,0,3
2010,2,1,1,0.0,100.0,0,0,0,0,1*,0,2,33.0,8.25,24.0,2/19,1,1,2,19,30,0,3,7,8.337658989709301e-13,0.2090266310969064,2.2269853152924495,0.7652663638108246,Poor,9,3,3,7,0,0,0,3
2013,3,1,2,2.0,50.0,0,0,0,0,2,0,2,39.0,6.5,36.0,2/19,2,0,2,19,30,0,3,7,0.0001667531798108,0.2244871806714579,2.2269853152924495,0.769971229950076,Poor,9,3,3,7,0,0,0,3
2008,2,2,4,2.0,23.52,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,31,0,5367,0,0.0001568813912091,0.0,7.927350755424633,2.500944380705328,Average,212,197,5367,0,35,2,25,18
2009,8,7,144,24.0,117.07,12,3,2,0,62*,0,0,0.0,0.0,0.0,,62,1,0,0,31,0,5367,0,0.3373366102126708,0.0,7.927350755424633,2.635816272099041,Average,212,197,5367,0,35,2,25,18
2011,10,7,120,20.0,122.44,12,2,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,31,0,5367,0,0.245007109696361,0.0,7.927350755424633,2.598884471929449,Average,212,197,5367,0,35,2,25,18
2012,16,16,560,40.0,129.33,73,10,3,1,103*,0,0,0.0,0.0,0.0,,103,1,0,0,31,0,5367,0,2.41541311562967,0.0,7.927350755424633,3.46704687343461,Average,212,197,5367,0,35,2,25,18
2013,18,18,488,34.85,106.55,42,11,4,0,68*,0,0,0.0,0.0,0.0,,68,1,0,0,31,0,5367,0,1.5108459431921757,0.0,7.927350755424633,3.1052200048214393,Average,212,197,5367,0,35,2,25,18
2014,13,12,339,28.25,116.49,38,3,3,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,31,0,5367,0,0.9301455656173288,0.0,7.927350755424633,2.8729398540237807,Average,212,197,5367,0,35,2,25,18
2015,14,13,540,49.09,130.75,53,13,4,0,91*,0,0,0.0,0.0,0.0,,91,1,0,0,31,0,5367,0,2.8898321189379104,0.0,7.927350755424633,3.6568144745681384,Average,212,197,5367,0,35,2,25,18
2016,14,14,480,43.63,126.64,54,9,6,0,74,0,0,0.0,0.0,0.0,,74,0,0,0,31,0,5367,0,2.211268485418469,0.0,7.927350755424633,3.3853890214317874,Average,212,197,5367,0,35,2,25,18
2017,16,16,382,25.46,118.26,35,9,2,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,31,0,5367,0,0.9589672180686728,0.0,7.927350755424633,2.8844685149927893,Average,212,197,5367,0,35,2,25,18
2018,15,14,370,28.46,118.21,39,5,1,0,65*,0,0,0.0,0.0,0.0,,65,1,0,0,31,0,5367,0,1.0378508885313409,0.0,7.927350755424633,2.9160219831463032,Average,212,197,5367,0,35,2,25,18
2019,14,13,393,32.75,137.89,45,9,1,1,105*,0,0,0.0,0.0,0.0,,105,1,0,0,31,0,5367,0,1.4797241117795683,0.0,7.927350755424633,3.0927712722688447,Average,212,197,5367,0,35,2,25,18
2020,9,8,113,14.12,105.6,12,2,1,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,31,0,5367,0,0.1404821621820302,0.0,7.927350755424633,2.5570744929655262,Average,212,197,5367,0,35,2,25,18
2021,2,1,8,8.0,100.0,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,31,0,5367,0,0.0053361017133931,0.0,7.927350755424633,2.50301606883213,Average,212,197,5367,0,35,2,25,18
2022,7,7,133,19.0,103.9,14,4,0,0,44,3,0,0.0,0.0,0.0,,44,0,0,0,31,0,5367,0,0.2189096536758389,0.0,7.927350755424633,2.588445489531679,Average,212,197,5367,0,35,2,25,18
2023,14,11,326,32.6,172.48,24,16,2,0,71*,8,0,0.0,0.0,0.0,,71,1,0,0,31,0,5367,0,1.5283332722721268,0.0,7.927350755424633,3.1122149364464247,Average,212,197,5367,0,35,2,25,18
2024,13,12,242,20.17,123.46,23,7,0,0,45,1,0,0.0,0.0,0.0,,45,0,0,0,31,0,5367,0,0.5024486240053476,0.0,7.927350755424633,2.701861077550067,Average,212,197,5367,0,35,2,25,18
2025,13,12,390,35.45,147.72,36,20,3,0,61,5,0,0.0,0.0,0.0,,61,0,0,0,31,0,5367,0,1.7028024634797698,0.0,7.927350755424633,3.1820026128596943,Average,212,197,5367,0,35,2,25,18
